id_bien_immo;code_local;type_local;surf_re;nbre_piece;surf_car;id_com
25376;2;Appartement;36;1;36.3;2989
25377;2;Appartement;58;3;57.26;2989
25378;2;Appartement;40;2;44.24;2988
25379;2;Appartement;69;3;69.25;2998
25380;2;Appartement;36;1;35.03;2992
25381;2;Appartement;88;5;86.97;2989
25382;2;Appartement;54;3;59.37;2996
25383;2;Appartement;73;3;74.34;2988
25384;2;Appartement;38;2;37.72;2989
25385;2;Appartement;63;3;62.37;2992
25386;2;Appartement;46;2;45.99;2993
25387;2;Appartement;18;1;24.55;3000
25388;2;Appartement;93;5;93.49;3001
25389;1;Maison;82;5;88.44;3002
25390;2;Appartement;30;1;20.65;3001
25391;2;Appartement;53;3;50.8;3003
25392;2;Appartement;62;4;62.06;3004
25393;2;Appartement;29;1;25.3;3005
25394;2;Appartement;24;2;24.63;3003
25395;2;Appartement;38;2;36.71;3005
25396;2;Appartement;16;2;29.38;3006
25397;2;Appartement;28;1;40.42;3007
25398;2;Appartement;66;3;68.44;3005
25399;2;Appartement;61;3;60.42;3001
25400;2;Appartement;80;4;82.5;3005
25401;2;Appartement;78;4;80.85;3001
25402;2;Appartement;27;1;25.76;3007
25403;1;Maison;89;5;86.78;3004
25404;2;Appartement;116;5;108.21;3003
25405;2;Appartement;28;2;31.04;3006
25406;2;Appartement;72;4;68.38;3005
25407;2;Appartement;25;1;25.06;3006
25408;2;Appartement;24;1;17.73;3006
25409;2;Appartement;54;3;53.1;3008
25410;2;Appartement;72;4;65;3004
25411;2;Appartement;56;3;56.1;3004
25412;2;Appartement;85;4;82.01;3004
25413;1;Maison;82;4;75.58;3001
25414;2;Appartement;21;1;21.7;3008
25415;2;Appartement;21;1;21.58;3008
25416;2;Appartement;64;3;64.78;3006
25417;1;Maison;90;5;87.13;3004
25418;2;Appartement;46;2;47.22;3005
25419;2;Appartement;43;2;43.28;3000
25420;2;Appartement;93;5;93.92;3001
25421;2;Appartement;47;2;49.29;3000
25422;2;Appartement;61;3;66.85;3003
25423;2;Appartement;40;2;41.82;3000
25424;2;Appartement;28;2;28.06;3001
25425;2;Appartement;32;1;31.48;3005
25426;1;Maison;62;3;68.28;3005
25427;2;Appartement;31;1;23.26;3003
25428;2;Appartement;60;4;59.41;3008
25429;2;Appartement;56;3;56.03;3004
25430;2;Appartement;50;2;33.81;3007
25431;2;Appartement;80;4;85.78;3003
25432;2;Appartement;26;1;23.35;3007
25433;2;Appartement;65;3;64.59;3005
25434;2;Appartement;26;1;26.46;3008
25435;2;Appartement;70;4;71.19;3007
25436;2;Appartement;56;3;46.83;3007
25437;2;Appartement;22;1;20.01;3003
25438;2;Appartement;71;3;71.37;3000
25439;2;Appartement;70;3;70.24;3000
25440;2;Appartement;39;2;39.52;3005
25441;2;Appartement;85;4;85.23;3000
25442;2;Appartement;32;1;32.23;3005
25443;1;Maison;101;5;100.84;3007
25444;2;Appartement;58;3;58.43;3003
25445;2;Appartement;38;1;26.77;3003
25446;2;Appartement;48;3;51.7;3003
25447;2;Appartement;30;1;24.9;3007
25448;2;Appartement;29;1;28;3005
25449;2;Appartement;58;3;53.51;3004
25450;1;Maison;80;3;132;3006
25451;2;Appartement;85;4;84.7;3000
25452;2;Appartement;63;2;46.95;3007
25453;1;Maison;80;4;80.27;3006
25454;2;Appartement;60;4;58.75;3004
25455;2;Appartement;27;1;27.91;3005
25456;2;Appartement;43;2;44.9;3006
25457;2;Appartement;70;3;69.86;3001
25458;2;Appartement;19;1;20.41;3005
25459;2;Appartement;39;2;41.38;3000
25460;2;Appartement;53;3;52.72;3005
25461;1;Maison;71;4;84.74;3003
25462;2;Appartement;18;1;18.75;3006
25463;2;Appartement;65;3;67.58;3003
25464;2;Appartement;69;4;69.02;3001
25465;1;Maison;81;4;69.17;3001
25466;2;Appartement;26;2;25.87;3005
25467;2;Appartement;47;2;47.03;3006
25468;1;Maison;74;4;75.68;3007
25469;2;Appartement;28;1;27.6;3005
25470;2;Appartement;24;1;24.34;3005
25471;2;Appartement;44;2;44.46;3006
25472;2;Appartement;49;2;49.56;3001
25473;2;Appartement;64;3;63.55;3003
25474;2;Appartement;56;3;55.74;3004
25475;2;Appartement;39;2;39.4;3005
25476;2;Appartement;56;3;56;3004
25477;2;Appartement;79;3;78.79;3007
25478;2;Appartement;49;2;48.62;3005
25479;2;Appartement;15;1;33.07;3008
25480;2;Appartement;58;3;58;3000
25481;2;Appartement;30;1;31.31;3007
25482;1;Maison;53;3;58.62;3002
25483;2;Appartement;53;3;50.74;3006
25484;2;Appartement;80;3;81.7;3005
25485;2;Appartement;86;4;86.53;3005
25486;2;Appartement;31;1;29.14;3005
25487;2;Appartement;68;3;82.41;3005
25488;2;Appartement;80;4;79.64;3003
25489;2;Appartement;42;3;21.8;3006
25490;2;Appartement;80;4;78.08;3006
25491;2;Appartement;30;1;30.03;3005
25492;2;Appartement;86;4;93.58;3007
25493;2;Appartement;82;4;81.38;3001
25494;2;Appartement;79;4;79.3;3005
25495;2;Appartement;36;2;35.4;3004
25496;2;Appartement;42;2;39.56;3001
25497;2;Appartement;72;4;68.52;3004
25498;1;Maison;72;4;79.75;3008
25499;2;Appartement;69;4;71.24;3006
25500;2;Appartement;34;2;34.22;3006
25501;2;Appartement;46;2;46.92;3005
25502;2;Appartement;54;3;46.13;3008
25503;2;Appartement;54;2;54.09;3005
25504;2;Appartement;72;3;69.97;3004
25505;1;Maison;68;4;72.5;3003
25506;2;Appartement;31;1;31.48;3005
25507;2;Appartement;66;3;59.29;3007
25508;2;Appartement;80;4;78.19;3006
25509;2;Appartement;55;3;55.21;3004
25510;2;Appartement;20;1;21.05;3006
25511;2;Appartement;66;4;66.03;3004
25512;2;Appartement;28;1;28.9;3005
25513;1;Maison;90;5;107.2;3006
25514;2;Appartement;43;2;39.38;3006
25515;2;Appartement;75;3;74.31;3006
25516;1;Maison;82;5;82;3002
25517;2;Appartement;56;2;56.35;3000
25518;2;Appartement;51;3;48.1;3005
25519;2;Appartement;84;4;84.79;3006
25520;2;Appartement;52;2;44.06;3005
25521;2;Appartement;103;5;102.53;3004
25522;2;Appartement;68;3;67.39;3002
25523;2;Appartement;49;2;43.31;3005
25524;2;Appartement;96;5;91.99;3003
25525;2;Appartement;74;4;74.06;3006
25526;2;Appartement;58;3;58.05;3005
25527;2;Appartement;33;1;32.24;3005
25528;2;Appartement;44;2;45;3008
25529;2;Appartement;63;3;63.87;3008
25530;1;Maison;88;5;86.18;3006
25531;2;Appartement;80;4;79.63;3003
25532;2;Appartement;49;2;52.47;3001
25533;2;Appartement;56;3;60.38;3006
25534;1;Maison;68;4;93.25;3003
25535;2;Appartement;49;3;49.3;3006
25536;1;Maison;63;4;51.02;3006
25537;2;Appartement;46;3;45.09;3003
25538;2;Appartement;66;4;66.74;3004
25539;2;Appartement;45;2;40.03;3006
25540;2;Appartement;97;5;96.24;3009
25541;2;Appartement;64;4;63.08;3010
25542;1;Maison;90;4;106.31;3011
25543;2;Appartement;77;4;77.93;3012
25544;2;Appartement;35;2;33;3013
25545;2;Appartement;54;2;63.68;3012
25546;2;Appartement;33;1;32.76;3012
25547;2;Appartement;24;1;24.05;3012
25548;2;Appartement;37;2;35.5;3014
25549;2;Appartement;55;3;60.22;3014
25550;2;Appartement;75;3;75.28;3013
25551;2;Appartement;71;4;72.92;3011
25552;2;Appartement;67;4;68.4;3009
25553;2;Appartement;20;1;17.25;3014
25554;2;Appartement;60;3;60.59;3011
25555;2;Appartement;51;2;49.34;3014
25556;2;Appartement;83;4;83.2;3012
25557;2;Appartement;18;1;18.03;3012
25558;2;Appartement;46;2;46.68;3010
25559;2;Appartement;40;2;45.26;3014
25560;2;Appartement;62;3;62.27;3010
25561;2;Appartement;10;1;10.29;3011
25562;2;Appartement;33;2;32.48;3009
25563;1;Maison;66;3;62;3011
25564;2;Appartement;25;1;25.6;3012
25565;2;Appartement;50;2;46.66;3009
25566;2;Appartement;45;2;46.25;3012
25567;2;Appartement;74;5;74.24;3015
25568;2;Appartement;72;3;72.89;3010
25569;2;Appartement;39;2;39.16;3015
25570;2;Appartement;75;4;75.34;3009
25571;2;Appartement;60;3;66.14;3014
25572;2;Appartement;62;3;62.38;3010
25573;2;Appartement;78;4;78.53;3009
25574;2;Appartement;50;3;48.89;3013
25575;2;Appartement;68;3;68.69;3010
25576;2;Appartement;45;3;22.9;3010
25577;2;Appartement;35;1;35.4;3012
25578;2;Appartement;42;2;42.23;3014
25579;2;Appartement;61;3;62.23;3012
25580;2;Appartement;73;3;73.87;3014
25581;2;Appartement;76;4;74.67;3014
25582;2;Appartement;76;3;76.7;3009
25583;2;Appartement;20;2;19.6;3014
25584;2;Appartement;40;3;36.9;3015
25585;2;Appartement;57;2;52.22;3009
25586;2;Appartement;68;3;67.3;3014
25587;2;Appartement;93;4;93.35;3009
25588;2;Appartement;66;3;66.85;3010
25589;2;Appartement;26;1;26.84;3013
25590;1;Maison;80;4;81.69;3015
25591;2;Appartement;83;4;82.02;3011
25592;2;Appartement;63;3;65.61;3011
25593;2;Appartement;52;2;53.28;3012
25594;2;Appartement;21;1;22.09;3011
25595;1;Maison;81;4;78.9;3015
25596;2;Appartement;103;5;102.37;3010
25597;2;Appartement;49;2;49.85;3014
25598;1;Maison;100;5;100.98;3013
25599;1;Maison;107;5;111.6;3012
25600;2;Appartement;72;3;71.75;3014
25601;1;Maison;134;5;159.91;3010
25602;2;Appartement;80;4;79.28;3012
25603;2;Appartement;14;1;12.65;3014
25604;2;Appartement;22;1;20.4;3014
25605;2;Appartement;37;2;39.77;3010
25606;1;Maison;91;4;91.13;3010
25607;2;Appartement;22;1;21.04;3011
25608;2;Appartement;65;3;67.26;3010
25609;2;Appartement;65;3;64.77;3014
25610;2;Appartement;67;4;67.82;3009
25611;1;Maison;121;4;96.45;3009
25612;2;Appartement;79;3;80.7;3015
25613;2;Appartement;63;3;63.74;3009
25614;1;Maison;60;3;54.56;3009
25615;2;Appartement;79;3;67.91;3014
25616;2;Appartement;19;1;18.4;3012
25617;2;Appartement;44;2;48.52;3015
25618;2;Appartement;65;3;65.34;3013
25619;2;Appartement;17;1;17.95;3012
25620;1;Maison;88;4;82.11;3012
25621;1;Maison;81;4;80.48;3015
25622;2;Appartement;85;3;95.43;3011
25623;2;Appartement;82;4;89.9;3012
25624;2;Appartement;47;2;47.75;3013
25625;2;Appartement;18;1;19.01;3012
25626;2;Appartement;25;2;29.75;3011
25627;2;Appartement;55;3;54.57;3012
25628;2;Appartement;114;5;114.17;3012
25629;2;Appartement;108;4;108.88;3013
25630;2;Appartement;20;1;64.87;3011
25631;2;Appartement;68;4;67.25;3011
25632;2;Appartement;32;2;31.86;3011
25633;2;Appartement;20;1;19.68;3010
25634;2;Appartement;25;1;28.97;3009
25635;2;Appartement;64;2;64.17;3014
25636;1;Maison;93;4;94.27;3012
25637;2;Appartement;77;4;78.71;3009
25638;2;Appartement;69;3;70.23;3012
25639;2;Appartement;17;1;18.23;3012
25640;2;Appartement;18;1;18.35;3012
25641;2;Appartement;67;3;67.31;3012
25642;2;Appartement;18;1;18.4;3012
25643;2;Appartement;33;1;34.07;3012
25644;2;Appartement;24;1;23.48;3015
25645;2;Appartement;83;4;83.04;3009
25646;2;Appartement;35;2;36.49;3015
25647;2;Appartement;35;2;31.85;3015
25648;2;Appartement;68;3;69.77;3009
25649;1;Maison;77;5;82;3011
25650;2;Appartement;79;3;81.67;3012
25651;2;Appartement;45;2;48.41;3010
25652;2;Appartement;58;3;58.95;3012
25653;2;Appartement;18;1;18.37;3012
25654;2;Appartement;50;2;50.43;3011
25655;2;Appartement;41;2;41.02;3015
25656;2;Appartement;68;4;68.4;3011
25657;2;Appartement;65;3;65.03;3012
25658;2;Appartement;68;4;70.76;3011
25659;2;Appartement;70;3;68.5;3012
25660;2;Appartement;42;2;42.84;3011
25661;2;Appartement;67;3;67.55;3011
25662;2;Appartement;66;3;66.13;3012
25663;2;Appartement;21;1;21.08;3013
25664;2;Appartement;27;1;24.35;3013
25665;2;Appartement;58;3;58.38;3012
25666;2;Appartement;51;2;53.66;3014
25667;2;Appartement;55;2;55.62;3012
25668;2;Appartement;20;1;20.95;3012
25669;2;Appartement;45;3;43.72;3010
25670;2;Appartement;42;2;42.03;3013
25671;1;Maison;78;4;71;3009
25672;2;Appartement;52;3;60.2;3014
25673;2;Appartement;55;2;139.46;3010
25674;2;Appartement;48;2;20.42;3014
25675;2;Appartement;58;3;58.06;3010
25676;2;Appartement;35;2;33.54;3010
25677;2;Appartement;54;2;56.13;3009
25678;1;Maison;92;3;92.64;3013
25679;2;Appartement;45;2;49.26;3011
25680;2;Appartement;68;3;69.63;3009
25681;2;Appartement;49;3;55.62;3010
25682;2;Appartement;24;1;27.99;3014
25683;2;Appartement;50;3;49.68;3011
25684;2;Appartement;81;4;81.04;3009
25685;2;Appartement;42;2;38.65;3010
25686;2;Appartement;39;2;33.73;3015
25687;1;Maison;93;4;103.86;3012
25688;2;Appartement;45;2;46.42;3011
25689;2;Appartement;92;4;90.27;3012
25690;1;Maison;60;3;60.34;3012
25691;2;Appartement;61;4;61.22;3011
25692;2;Appartement;20;1;20.66;3012
25693;2;Appartement;66;4;71.44;3011
25694;2;Appartement;28;1;27.05;3014
25695;1;Maison;86;4;104.5;3015
25696;2;Appartement;25;1;29.69;3014
25697;2;Appartement;20;1;18.42;3014
25698;2;Appartement;32;1;30.35;3012
25699;2;Appartement;48;3;63.78;3014
25700;2;Appartement;80;4;80.29;3012
25701;2;Appartement;59;3;57.14;3014
25702;2;Appartement;55;2;41.67;3012
25703;2;Appartement;58;3;58.85;3011
25704;2;Appartement;39;2;40.03;3009
25705;2;Appartement;29;2;28.45;3010
25706;2;Appartement;75;5;73.42;3014
25707;2;Appartement;17;1;17.03;3012
25708;2;Appartement;42;2;42.53;3012
25709;2;Appartement;76;4;76.45;3012
25710;2;Appartement;39;2;39.81;3011
25711;2;Appartement;60;2;85.35;3012
25712;2;Appartement;43;2;42.73;3015
25713;1;Maison;71;3;70.17;3012
25714;2;Appartement;41;2;34.38;3014
25715;1;Maison;78;4;80.02;3013
25716;2;Appartement;45;2;44.59;3011
25717;1;Maison;77;5;83.82;3011
25718;2;Appartement;60;3;62.99;3014
25719;2;Appartement;25;1;24.41;3014
25720;2;Appartement;33;2;32.73;3013
25721;2;Appartement;45;2;42.82;3011
25722;2;Appartement;33;1;32.87;3012
25723;2;Appartement;33;1;34.03;3012
25724;2;Appartement;65;3;65.68;3011
25725;2;Appartement;67;4;68.24;3009
25726;2;Appartement;60;3;60.63;3012
25727;2;Appartement;25;1;25.51;3011
25728;2;Appartement;58;2;60.38;3009
25729;2;Appartement;25;2;24.75;3010
25730;1;Maison;110;6;125.4;3015
25731;2;Appartement;74;4;73.24;3011
25732;2;Appartement;21;1;20.65;3012
25733;2;Appartement;53;2;57.29;3009
25734;1;Maison;77;5;81.73;3011
25735;2;Appartement;62;3;65.04;3011
25736;2;Appartement;41;1;40.36;3009
25737;2;Appartement;37;1;38.97;3014
25738;2;Appartement;66;3;66.66;3009
25739;2;Appartement;23;1;23.23;3013
25740;2;Appartement;65;3;58.2;3011
25741;2;Appartement;64;3;63.78;3011
25742;2;Appartement;17;1;17.41;3012
25743;2;Appartement;28;1;27.22;3009
25744;2;Appartement;36;2;36.19;3011
25745;2;Appartement;68;4;67;3011
25746;2;Appartement;64;3;65.19;3012
25747;1;Maison;89;4;90.24;3012
25748;2;Appartement;69;3;71.43;3014
25749;2;Appartement;74;4;73.6;3010
25750;2;Appartement;43;3;47.11;3014
25751;2;Appartement;36;2;33.85;3015
25752;2;Appartement;58;2;44.68;3011
25753;2;Appartement;70;3;55.85;3012
25754;2;Appartement;62;4;62.39;3012
25755;2;Appartement;31;1;30.83;3015
25756;2;Appartement;63;3;63.58;3012
25757;2;Appartement;25;1;21.5;3014
25758;2;Appartement;64;4;63.43;3010
25759;2;Appartement;65;4;68.17;3009
25760;1;Maison;75;4;56.46;3012
25761;2;Appartement;19;1;16.63;3010
25762;2;Appartement;55;3;60.88;3009
25763;2;Appartement;26;1;24.55;3014
25764;2;Appartement;58;3;58.65;3012
25765;2;Appartement;13;1;13.6;3009
25766;2;Appartement;83;4;82.56;3016
25767;2;Appartement;57;3;58.64;3016
25768;2;Appartement;195;5;192.06;3016
25769;2;Appartement;64;3;64.77;3017
25770;2;Appartement;147;6;102.46;3016
25771;2;Appartement;35;1;37.97;3018
25772;2;Appartement;40;2;41.02;3016
25773;2;Appartement;48;3;64.41;3016
25774;2;Appartement;83;4;80.09;3016
25775;2;Appartement;45;2;46.36;3016
25776;2;Appartement;18;1;15.95;3016
25777;2;Appartement;20;1;14.75;3016
25778;1;Maison;102;5;105;3018
25779;2;Appartement;65;3;66.05;3016
25780;2;Appartement;61;4;61.2;3016
25781;2;Appartement;83;4;83.49;3016
25782;2;Appartement;80;4;79.65;3016
25783;2;Appartement;41;2;41.06;3017
25784;2;Appartement;45;2;42.33;3016
25785;2;Appartement;39;2;40.85;3016
25786;2;Appartement;61;3;61.38;3017
25787;2;Appartement;40;3;43.12;3016
25788;2;Appartement;68;3;68.11;3017
25789;2;Appartement;31;1;29.25;3017
25790;2;Appartement;16;1;15.83;3016
25791;2;Appartement;52;3;48.34;3016
25792;2;Appartement;17;1;16.72;3016
25793;2;Appartement;42;2;41.63;3017
25794;2;Appartement;26;1;25.58;3017
25795;2;Appartement;33;2;34.43;3016
25796;2;Appartement;69;4;59.55;3016
25797;2;Appartement;54;1;112.62;3016
25798;2;Appartement;34;1;33.25;3016
25799;2;Appartement;40;2;39.13;3016
25800;1;Maison;40;2;71.08;3018
25801;2;Appartement;49;2;47.93;3018
25802;2;Appartement;44;3;44.51;3016
25803;2;Appartement;20;1;21.63;3016
25804;2;Appartement;42;2;41.7;3016
25805;2;Appartement;55;3;100.5;3016
25806;1;Maison;65;3;68.14;3016
25807;2;Appartement;28;2;29.82;3016
25808;2;Appartement;37;1;40.19;3016
25809;2;Appartement;15;1;14.77;3017
25810;2;Appartement;50;2;46.76;3017
25811;2;Appartement;66;3;68.51;3016
25812;2;Appartement;50;2;53.44;3018
25813;2;Appartement;30;2;26.42;3016
25814;2;Appartement;38;1;36.03;3018
25815;2;Appartement;20;1;19.82;3016
25816;2;Appartement;60;3;59.7;3016
25817;2;Appartement;45;2;48.93;3016
25818;2;Appartement;30;2;30.07;3016
25819;2;Appartement;64;3;64.32;3016
25820;2;Appartement;76;4;76.54;3016
25821;2;Appartement;106;5;109.86;3016
25822;2;Appartement;48;3;51.35;3016
25823;2;Appartement;64;3;64.89;3018
25824;2;Appartement;35;2;34.9;3018
25825;2;Appartement;30;2;30.07;3016
25826;2;Appartement;55;2;54.66;3017
25827;2;Appartement;15;1;12.6;3017
25828;2;Appartement;70;3;65.7;3016
25829;1;Maison;115;4;115.42;3016
25830;1;Maison;90;4;96.01;3017
25831;2;Appartement;23;1;23.8;3016
25832;2;Appartement;83;4;81.77;3016
25833;2;Appartement;18;2;17.44;3016
25834;2;Appartement;61;3;61.35;3016
25835;2;Appartement;23;2;61.57;3018
25836;2;Appartement;101;3;98.11;3016
25837;2;Appartement;70;3;70.22;3016
25838;2;Appartement;66;3;67.1;3017
25839;2;Appartement;39;2;39.65;3017
25840;2;Appartement;54;2;54;3016
25841;1;Maison;33;2;62.56;3018
25842;2;Appartement;87;4;88.7;3017
25843;2;Appartement;89;4;88.75;3017
25844;2;Appartement;70;3;73.57;3016
25845;2;Appartement;104;5;103.15;3016
25846;2;Appartement;65;3;64.85;3017
25847;2;Appartement;26;1;26.5;3017
25848;2;Appartement;23;1;23.06;3017
25849;2;Appartement;75;3;71;3017
25850;2;Appartement;60;3;57.25;3016
25851;1;Maison;46;5;63.57;3016
25852;2;Appartement;94;5;93.27;3016
25853;2;Appartement;18;1;17;3016
25854;2;Appartement;73;3;73.46;3016
25855;2;Appartement;45;2;45.4;3016
25856;2;Appartement;25;2;24.18;3018
25857;2;Appartement;55;2;99.6;3016
25858;2;Appartement;65;3;63;3018
25859;2;Appartement;77;3;77.35;3018
25860;2;Appartement;27;1;26.3;3016
25861;2;Appartement;54;3;56.57;3018
25862;2;Appartement;19;1;17.2;3017
25863;2;Appartement;93;4;90.01;3018
25864;2;Appartement;52;4;77.28;3016
25865;2;Appartement;55;2;52.12;3016
25866;2;Appartement;65;3;64.11;3017
25867;2;Appartement;31;2;22.15;3016
25868;2;Appartement;82;4;83.41;3016
25869;2;Appartement;32;2;30.47;3018
25870;2;Appartement;19;1;19.71;3016
25871;2;Appartement;49;2;49.58;3016
25872;2;Appartement;60;3;60.41;3016
25873;2;Appartement;29;2;28.8;3016
25874;2;Appartement;25;1;25.68;3018
25875;2;Appartement;54;3;54.61;3016
25876;2;Appartement;49;2;48.97;3016
25877;2;Appartement;44;2;42.49;3016
25878;2;Appartement;89;4;88.25;3017
25879;2;Appartement;31;1;32.18;3018
25880;2;Appartement;38;2;34.6;3016
25881;2;Appartement;48;3;52.75;3016
25882;2;Appartement;28;1;28.45;3016
25883;2;Appartement;52;2;54.26;3018
25884;2;Appartement;94;4;85.05;3018
25885;2;Appartement;103;4;103.59;3018
25886;2;Appartement;63;3;63.59;3016
25887;2;Appartement;46;2;47.56;3016
25888;2;Appartement;17;1;15.7;3016
25889;2;Appartement;47;3;49.1;3016
25890;2;Appartement;170;4;168.6;3016
25891;2;Appartement;53;2;53.41;3016
25892;2;Appartement;55;2;59.8;3016
25893;2;Appartement;67;3;66.9;3017
25894;2;Appartement;53;2;52.82;3017
25895;2;Appartement;32;1;32.8;3018
25896;2;Appartement;80;4;81.51;3017
25897;2;Appartement;62;3;61.7;3016
25898;2;Appartement;26;1;27.13;3016
25899;2;Appartement;50;3;50.67;3017
25900;2;Appartement;73;4;76.32;3017
25901;2;Appartement;66;3;55.35;3016
25902;2;Appartement;73;3;74.13;3017
25903;2;Appartement;73;4;72.8;3016
25904;2;Appartement;47;2;43.6;3018
25905;2;Appartement;40;2;40.04;3016
25906;2;Appartement;20;1;19.37;3017
25907;2;Appartement;56;3;77.95;3017
25908;2;Appartement;83;4;80.35;3017
25909;2;Appartement;61;3;61.57;3016
25910;2;Appartement;50;2;50.21;3017
25911;2;Appartement;34;2;33.72;3016
25912;2;Appartement;61;4;61.69;3016
25913;2;Appartement;45;2;46.76;3016
25914;2;Appartement;76;3;73.77;3016
25915;2;Appartement;30;2;30.27;3018
25916;2;Appartement;66;3;66.04;3017
25917;2;Appartement;31;2;30.69;3016
25918;2;Appartement;83;3;85.2;3016
25919;2;Appartement;100;5;98.72;3017
25920;2;Appartement;19;1;19.4;3017
25921;2;Appartement;26;1;26.2;3018
25922;2;Appartement;40;2;40.14;3017
25923;2;Appartement;23;1;23.69;3016
25924;1;Maison;60;3;71.35;3016
25925;2;Appartement;94;3;102.72;3016
25926;2;Appartement;80;3;78.62;3016
25927;1;Maison;79;3;77.2;3016
25928;2;Appartement;63;3;63.3;3016
25929;2;Appartement;38;3;38.83;3016
25930;2;Appartement;89;4;85.4;3018
25931;2;Appartement;30;1;30.2;3017
25932;2;Appartement;18;1;18.96;3017
25933;2;Appartement;23;1;22.17;3018
25934;2;Appartement;34;1;35.89;3016
25935;2;Appartement;55;3;61.11;3018
25936;2;Appartement;43;2;37.29;3016
25937;2;Appartement;26;1;25.65;3017
25938;2;Appartement;29;2;29.02;3017
25939;2;Appartement;88;4;88.4;3017
25940;2;Appartement;14;1;14.01;3016
25941;2;Appartement;28;2;28.8;3016
25942;2;Appartement;29;1;22.58;3016
25943;2;Appartement;68;4;76.03;3017
25944;2;Appartement;35;2;32.72;3016
25945;2;Appartement;55;2;54.3;3017
25946;2;Appartement;24;1;23.01;3016
25947;2;Appartement;28;2;30.37;3016
25948;2;Appartement;20;1;19.5;3017
25949;2;Appartement;31;1;32.11;3016
25950;2;Appartement;60;3;60.97;3017
25951;2;Appartement;46;2;46.46;3017
25952;2;Appartement;63;3;60.17;3016
25953;2;Appartement;55;3;55.08;3018
25954;2;Appartement;68;4;66.94;3017
25955;2;Appartement;40;2;29.62;3016
25956;2;Appartement;14;1;17.07;3017
25957;2;Appartement;25;1;21.05;3016
25958;2;Appartement;86;4;86.72;3017
25959;2;Appartement;51;2;51.04;3016
25960;2;Appartement;55;3;53.53;3016
25961;2;Appartement;60;3;59.66;3016
25962;2;Appartement;47;2;48.42;3018
25963;2;Appartement;97;5;96.17;3017
25964;2;Appartement;52;3;51.49;3016
25965;2;Appartement;67;3;67.06;3016
25966;1;Maison;110;5;106.25;3016
25967;2;Appartement;25;1;25.73;3016
25968;2;Appartement;30;2;34.04;3016
25969;2;Appartement;19;2;19.71;3016
25970;2;Appartement;76;4;75.69;3016
25971;2;Appartement;95;4;97;3017
25972;2;Appartement;25;1;23.75;3018
25973;2;Appartement;20;2;30.06;3016
25974;2;Appartement;20;1;20;3016
25975;2;Appartement;15;1;13.39;3016
25976;2;Appartement;17;1;18.02;3017
25977;2;Appartement;52;3;46.6;3018
25978;2;Appartement;62;3;55.29;3016
25979;2;Appartement;44;2;43.11;3016
25980;2;Appartement;40;2;41.16;3016
25981;2;Appartement;41;2;41.09;3016
25982;2;Appartement;25;1;23.4;3016
25983;2;Appartement;86;4;85.36;3016
25984;2;Appartement;21;1;21.27;3016
25985;2;Appartement;60;4;76.05;3016
25986;2;Appartement;55;3;55.66;3016
25987;2;Appartement;62;4;63.5;3016
25988;2;Appartement;22;1;21.55;3018
25989;2;Appartement;107;4;106.97;3016
25990;2;Appartement;57;3;55.52;3018
25991;2;Appartement;22;1;21.8;3019
25992;2;Appartement;41;3;41.64;3020
25993;1;Maison;300;9;304.8;3021
25994;2;Appartement;60;3;59.44;3021
25995;2;Appartement;76;3;73.81;3022
25996;2;Appartement;20;1;17.54;3023
25997;2;Appartement;51;3;49.72;3021
25998;2;Appartement;25;5;63.67;3021
25999;2;Appartement;57;3;59.69;3023
26000;2;Appartement;62;3;61.93;3020
26001;1;Maison;73;3;77.14;3020
26002;2;Appartement;20;1;19.97;3024
26003;2;Appartement;48;2;57.36;3020
26004;2;Appartement;34;2;34.92;3025
26005;2;Appartement;60;3;60.83;3026
26006;2;Appartement;53;3;55.4;3023
26007;2;Appartement;49;3;53.73;3022
26008;2;Appartement;35;2;34.54;3023
26009;2;Appartement;52;3;50.01;3022
26010;2;Appartement;57;3;57.41;3023
26011;2;Appartement;107;4;105.1;3021
26012;2;Appartement;63;3;63.03;3024
26013;2;Appartement;21;2;18.61;3020
26014;2;Appartement;44;2;43.92;3019
26015;2;Appartement;98;5;88.53;3021
26016;2;Appartement;65;3;65.39;3024
26017;2;Appartement;32;2;32.06;3025
26018;2;Appartement;28;2;35.76;3019
26019;1;Maison;75;4;72.52;3023
26020;2;Appartement;35;2;46.6;3021
26021;2;Appartement;36;3;37.21;3025
26022;2;Appartement;70;3;59.34;3021
26023;2;Appartement;40;2;40.35;3022
26024;2;Appartement;28;1;28.06;3021
26025;2;Appartement;26;2;26.25;3022
26026;2;Appartement;24;2;24.72;3024
26027;2;Appartement;37;2;41.7;3025
26028;2;Appartement;60;3;58.03;3021
26029;2;Appartement;52;2;52.59;3021
26030;2;Appartement;80;4;62.06;3024
26031;2;Appartement;82;4;81.95;3026
26032;2;Appartement;40;3;36.29;3019
26033;2;Appartement;38;2;36.88;3025
26034;2;Appartement;15;1;19.6;3022
26035;2;Appartement;48;2;48.57;3025
26036;2;Appartement;72;4;70.64;3023
26037;2;Appartement;82;4;83.44;3020
26038;2;Appartement;68;3;72.1;3024
26039;2;Appartement;42;2;40.48;3024
26040;2;Appartement;82;4;81.25;3023
26041;2;Appartement;25;1;20.45;3025
26042;2;Appartement;30;1;31.39;3021
26043;2;Appartement;96;4;96.48;3025
26044;2;Appartement;20;1;9.71;3019
